代號,名稱,年/月,季底存貨/營收TSE
6494,九齊,2023/09,96.93 
6494,九齊,2023/06,115.16 
6494,九齊,2023/03,169.12 
6548,長科*,2023/09,75.36 
6548,長科*,2023/06,76.66 
6548,長科*,2023/03,82.95 
6568,宏觀,2023/09,158.48 
6568,宏觀,2023/06,153.96 
6568,宏觀,2023/03,139.21 
6643,M31,2023/09,0.00 
6643,M31,2023/06,0.00 
6643,M31,2023/03,0.00 
6651,全宇昕,2023/09,116.40 
6651,全宇昕,2023/06,132.19 
6651,全宇昕,2023/03,166.89 
6679,鈺太,2023/09,194.65 
6679,鈺太,2023/06,230.03 
6679,鈺太,2023/03,278.47 
6684,安格,2023/09,183.27 
6684,安格,2023/06,227.66 
6684,安格,2023/03,294.52 
6693,廣閎科,2023/09,100.63 
6693,廣閎科,2023/06,121.28 
6693,廣閎科,2023/03,169.92 
6708,天擎,2023/09,65.41 
6708,天擎,2023/06,90.52 
6708,天擎,2023/03,156.51 
6716,應廣,2023/09,81.63 
6716,應廣,2023/06,115.58 
6716,應廣,2023/03,193.17 
6732,昇佳電子,2023/09,45.56 
6732,昇佳電子,2023/06,62.24 
6732,昇佳電子,2023/03,97.71 
8024,佑華,2023/09,101.42 
8024,佑華,2023/06,70.21 
8024,佑華,2023/03,81.15 
8040,九暘,2023/09,107.18 
8040,九暘,2023/06,134.49 
8040,九暘,2023/03,112.40 
8054,安國,2023/09,144.44 
8054,安國,2023/06,160.00 
8054,安國,2023/03,164.26 
8084,巨虹,2023/09,182.90 
8084,巨虹,2023/06,157.90 
8084,巨虹,2023/03,85.84 
8086,宏捷科,2023/09,88.64 
8086,宏捷科,2023/06,91.48 
8086,宏捷科,2023/03,88.67 
8088,品安,2023/09,32.28 
8088,品安,2023/06,32.37 
8088,品安,2023/03,23.67 
8227,巨有科技,2023/09,43.29 
8227,巨有科技,2023/06,66.79 
8227,巨有科技,2023/03,83.57 
8277,商丞,2023/09,183.03 
8277,商丞,2023/06,104.26 
8277,商丞,2023/03,180.06 
8299,群聯,2023/09,172.19 
8299,群聯,2023/06,205.77 
8299,群聯,2023/03,209.18 
